59,56,47,1,52,40,23,47,59
47,35,16,1,8,28,46,1,1
54,54,56,45,1,54,1,54,56
4,1,54,54,48,1,1,1,28
4,4,2,23,56,59,1,52,12
1,54,54,1,1,2,1,53,51
47,16,1,4,1,45,1,1,43
45,56,55,2,4,22,1,2,52
47,1,57,55,48,46,60,28,56
56,53,52,47,1,1,1,47,1
28,2,55,30,47,55,54,43,54
1,1,4,56,1,56,52,56,18
45,1,1,47,56,28,1,1,56
1,55,1,53,52,1,30,1,51
13,53,23,30,28,1,42,28,47
7,1,43,1,51,52,30,2,52
7,47,4,59,13,59,1,16,1
7,8,2,55,16,48,45,52,1
55,4,47,2,1,16,1,45,8
1,4,1,16,22,16,4,30,43
53,4,28,4,1,7,1,54,30
47,17,5,53,1,28,4,43,48
56,7,1,54,22,52,28,54,53
1,1,38,8,22,7,1,1,52
1,5,28,1,17,1,53,2,1
7,1,55,45,48,4,28,1,4
1,4,45,60,12,47,30,4,44
1,2,56,56,28,2,47,48,45
2,2,17,1,56,1,45,1,1
60,56,1,28,56,30,53,35,47
48,45,47,1,1,1,28,16,22
56,1,2,38,7,52,30,16,7
1,47,30,45,48,1,56,45,1
1,8,1,55,56,28,48,52,4
16,50,1,1,7,45,52,1,1
1,42,23,16,46,46,50,1,60
1,53,1,1,1,1,1,4,1
54,35,54,1,53,1,23,7,54
1,42,56,1,4,1,28,52,1
52,1,45,16,4,60,1,54,7
17,1,3,23,23,47,1,47,1
30,56,1,56,1,45,1,28,24
54,1,43,1,1,1,30,45,43
45,51,35,16,47,7,1,1,1
45,56,1,1,2,52,54,42,30
59,47,53,43,13,30,43,1,1
56,47,2,50,59,54,56,1,1
52,48,30,29,56,1,15,2,1
1,47,54,1,53,1,7,45,1
45,54,2,51,45,47,13,56,54
1,54,22,59,13,43,16,53,51
55,55,1,1,1,59,47,54,45
28,55,1,59,22,1,52,54,47
52,53,1,53,7,28,1,54,1
28,52,45,30,1,46,52,57,47
1,59,28,1,59,2,1,1,2
2,1,43,45,38,30,1,55,54
1,46,53,7,38,1,2,57,28
52,1,1,1,1,30,7,1,50
54,51,56,1,1,7,4,1,45
4,2,53,28,54,7,56,57,7
43,7,7,4,7,45,52,45,16
60,1,53,13,1,40,28,42,56
48,1,4,54,7,45,4,54,2
28,2,1,51,46,13,1,54,1
1,56,2,45,42,7,45,8,43
16,1,54,54,53,1,30,1,4
23,17,56,1,28,1,50,1,1
8,50,1,54,30,30,47,52,1
53,1,2,13,1,13,51,59,30
7,1,54,28,51,43,9,1,1
1,30,1,59,55,42,50,1,54
2,4,28,52,7,7,4,28,52
1,16,1,52,1,55,47,53,55
53,1,1,53,16,59,13,2,55
52,56,53,1,1,1,1,8,4
43,1,60,4,1,2,47,46,1
23,1,47,30,55,4,1,1,2
2,1,48,4,45,47,45,4,1
4,1,1,52,16,1,53,47,1
16,1,4,23,38,1,23,1,1
52,1,1,33,7,54,55,53,43
44,55,1,1,46,2,39,16,1
54,52,1,45,47,48,52,4,55
1,54,40,43,56,23,54,28,52
2,1,8,28,59,47,43,47,1
42,53,7,1,8,57,54,2,45
7,48,43,46,57,4,16,1,47
1,55,35,23,45,2,7,1,1
7,55,59,1,45,2,42,4,45
47,52,54,7,4,30,51,1,30
30,8,53,1,1,54,7,52,1
28,38,1,1,4,45,1,52,56
48,45,1,52,47,48,16,52,53
47,1,53,1,1,47,1,23,56
1,53,53,1,56,1,7,1,47
54,52,2,47,16,2,16,30,40
52,1,51,1,16,7,7,52,2
16,1,42,52,1,1,1,28,56
45,28,52,1,47,1,35,46,1
54,56,30,4,57,1,22,51,1
23,7,1,47,57,47,30,51,47
4,41,1,42,30,55,23,1,56
28,56,1,47,1,46,4,16,12
45,43,1,30,1,4,1,59,54
45,47,56,1,38,58,4,4,30
30,53,43,53,47,42,2,45,55
1,45,47,1,54,52,1,16,28
59,16,56,28,47,47,2,30,56
1,4,55,47,16,7,1,45,2
56,1,16,54,1,53,4,47,23
28,53,51,1,52,1,1,1,60
2,1,28,47,52,4,50,47,21
54,1,1,4,1,59,56,45,16
53,1,2,45,1,52,40,30,7
38,1,1,13,16,48,2,59,21
2,1,1,43,59,1,52,52,47
2,51,4,55,52,1,43,7,56
1,1,30,46,46,1,50,54,1
28,1,1,1,45,4,4,16,1
55,54,16,52,58,1,52,38,1
40,56,1,30,1,30,57,52,1
60,54,28,1,53,52,47,1,1
4,53,1,56,45,54,13,54,7
50,56,7,1,30,56,53,47,1
28,28,47,7,45,30,57,1,1
2,1,2,47,4,54,54,1,56
13,42,55,2,1,7,7,1,7
47,8,56,1,1,1,59,13,1
1,7,45,1,35,2,38,30,22
1,7,45,2,28,45,48,1,30
4,52,59,59,47,28,48,4,47
17,52,1,2,4,1,51,47,1
45,1,2,28,2,4,56,57,7
1,1,1,47,1,52,48,7,1
56,47,1,4,38,45,54,1,47
1,50,45,8,56,1,45,2,56
52,56,1,59,1,56,50,45,40
56,55,55,1,5,59,7,1,47
51,45,60,59,45,1,1,1,40
1,56,54,1,38,1,1,1,43
47,35,45,23,30,1,56,4,28
55,54,1,1,1,55,7,54,1
55,1,46,2,1,7,1,54,21
45,52,1,1,4,48,1,4,59
7,33,28,57,7,45,47,13,55
2,28,55,54,23,51,52,47,54
54,2,55,1,1,7,16,54,51
1,1,2,54,4,54,16,53,7
56,46,53,1,2,1,22,1,55
7,1,48,45,1,1,4,2,54
1,38,1,43,52,1,1,43,60
1,1,1,59,2,30,1,1,30
23,1,1,37,56,35,8,53,56
4,52,1,30,55,45,7,22,51
53,51,1,51,4,59,2,1,45
54,42,4,51,47,23,1,53,1
59,1,1,1,16,1,8,44,1
48,1,59,55,45,43,1,4,47
13,57,52,47,47,45,8,2,54
56,55,54,1,30,1,1,47,4
1,4,56,50,47,1,1,53,54
47,52,1,60,1,56,1,54,59
23,2,53,4,13,8,52,2,54
1,1,2,52,1,4,43,53,4
2,1,2,1,1,45,42,48,1
55,8,52,60,47,47,54,28,1
16,2,1,45,16,52,1,50,55
1,48,45,60,59,1,28,1,51
1,55,4,26,59,38,60,2,4
47,22,13,43,59,1,60,47,1
40,1,2,1,54,2,4,1,1
54,56,8,56,60,30,30,4,55
16,28,1,48,43,54,30,1,7
52,46,42,1,56,1,45,16,56
1,47,4,58,56,28,53,28,1
47,47,7,52,52,59,57,43,1
60,2,42,16,23,30,60,47,54
43,47,54,1,52,47,53,45,47
60,43,59,2,45,1,1,45,8
45,1,57,52,1,47,45,45,53
16,4,4,1,46,7,48,54,1
43,1,45,1,1,1,45,56,53
1,40,57,45,56,55,54,54,52
7,56,1,1,1,1,53,48,7
47,2,56,60,45,45,2,47,55
1,1,1,43,1,53,53,1,48
7,56,8,1,16,54,48,56,8
1,1,57,7,47,1,53,43,1
4,28,16,55,17,60,23,56,16
54,56,47,1,45,40,1,1,45
54,53,53,44,53,1,7,52,54
1,51,2,2,1,1,16,4,60
43,53,28,1,47,43,47,52,2
28,1,4,7,1,45,1,54,7
28,1,59,1,1,47,52,54,43
7,30,22,47,1,47,4,1,30
1,30,45,45,1,53,59,30,40
2,57,51,45,54,1,16,56,2
7,1,56,5,47,7,16,46,28
52,1,7,56,1,48,47,28,1
30,56,43,28,1,1,16,1,53
1,1,56,23,45,1,2,47,1
4,53,1,55,2,47,4,1,8
47,35,2,60,1,1,55,1,1
4,47,1,53,1,56,45,2,51
13,56,56,35,1,54,60,42,1
42,43,45,52,4,47,2,1,54
1,59,47,28,56,45,2,2,16
54,1,1,1,1,2,1,1,1
13,45,16,28,60,52,4,8,48
1,53,1,1,48,1,33,16,1
28,53,7,1,52,56,54,38,4
1,1,51,54,45,1,1,2,52
45,30,1,52,16,30,1,8,30
42,1,54,1,1,4,53,1,47
5,8,1,43,2,16,50,52,1
48,16,4,54,1,28,30,1,16
56,1,59,56,1,57,47,28,48
1,1,1,30,22,2,1,1,47
1,56,13,55,54,1,28,57,43
1,56,1,56,54,16,23,8,1
52,1,45,2,54,1,30,53,47
54,2,1,2,45,16,1,16,8
7,4,1,1,1,30,30,54,47
1,2,47,21,45,45,1,1,1
1,52,30,1,59,1,16,4,7
2,5,2,23,54,30,57,43,4
56,57,1,13,1,54,54,1,60
56,1,30,1,56,1,45,47,52
2,1,28,4,43,52,2,55,52
43,2,54,46,43,7,1,56,1
1,1,1,35,45,2,7,7,43
1,41,17,4,52,4,52,1,56
56,52,22,1,7,1,48,28,56
43,54,53,28,28,59,4,45,54
22,1,30,1,1,1,43,54,1
45,1,53,45,1,45,2,56,43
56,47,1,1,8,59,1,55,54
43,55,1,2,4,30,52,28,12
2,4,53,54,54,23,55,59,47
2,28,16,53,28,40,16,57,1
56,51,43,56,47,28,52,1,60
1,13,46,2,45,23,1,59,1
8,56,1,54,45,7,1,25,4
48,55,38,23,59,52,60,55,4
59,7,17,1,16,55,47,7,1
59,1,53,7,7,45,1,52,60
7,45,1,46,1,52,2,56,1
16,56,47,48,2,54,30,58,26
53,56,30,54,4,47,1,8,43
55,7,1,7,1,7,42,1,54
53,43,7,45,1,46,54,54,40
48,54,53,52,1,47,4,4,12
1,54,43,23,48,1,1,47,4
1,55,1,45,1,51,47,1,1
46,28,2,56,54,1,53,1,16
2,46,2,2,2,47,56,1,54
30,45,28,4,1,30,38,48,7
53,7,45,45,1,56,23,47,1
1,28,47,23,59,1,7,28,43
47,16,7,1,47,52,48,1,1
45,59,4,59,52,54,1,1,7
1,55,43,2,55,4,1,1,28
2,1,30,42,28,52,46,1,16
54,1,53,28,40,2,54,1,1
56,45,1,1,1,51,2,1,1
56,47,30,4,47,2,42,1,60
2,1,1,1,1,1,23,59,28
55,1,4,56,7,55,47,4,56
51,7,30,4,4,54,60,55,7
4,1,2,53,16,1,7,1,56
16,55,48,59,40,1,1,43,56
7,56,1,59,53,1,60,1,4
13,2,53,4,50,1,56,2,51
30,5,43,1,56,1,22,2,7
16,2,47,1,45,1,50,48,1
1,47,56,54,28,57,1,45,16
1,30,54,1,54,1,45,30,16
4,57,29,1,43,1,45,42,7
52,1,7,53,1,13,45,1,59
52,1,13,1,45,7,1,45,54
4,43,42,1,1,52,43,52,59
54,4,59,45,53,16,1,53,2
47,1,1,46,43,2,58,1,54
2,1,1,1,28,7,43,2,52
38,1,22,55,1,56,13,1,47
1,1,60,56,54,30,5,1,54
1,1,60,7,45,1,46,47,12
54,1,4,56,1,13,43,28,7
60,53,47,7,7,1,45,30,4
56,7,55,1,40,16,53,22,38
54,1,53,43,45,52,53,40,51
1,1,7,42,1,52,7,56,4
60,53,56,30,52,56,43,7,55
1,28,59,54,54,1,1,46,1
1,59,47,47,38,1,1,1,43
16,56,52,1,45,54,54,56,1
40,1,52,4,4,52,45,59,8
38,1,35,1,4,54,1,52,56
17,53,1,59,52,54,1,28,7
1,16,53,47,1,48,59,51,56
47,45,1,54,2,51,7,7,56
56,1,1,7,47,4,58,1,43
33,54,2,28,1,54,1,1,30
55,16,1,56,1,40,1,1,43
1,45,48,4,45,1,1,52,1
1,56,22,30,1,13,50,1,1
59,1,7,45,56,1,53,54,12
48,59,52,47,29,56,35,1,59
1,48,38,1,2,47,1,46,51
53,54,54,28,1,54,1,52,54
7,51,60,7,59,1,1,46,1
1,45,1,54,4,54,54,52,8
1,43,1,38,1,4,8,47,58
1,56,47,1,44,48,47,1,54
52,16,1,30,13,13,1,47,56
16,55,1,47,8,43,1,30,47
1,56,1,47,4,4,43,47,7
60,45,54,2,56,1,54,1,56
1,56,1,1,1,1,1,28,2
30,2,1,1,60,54,47,45,47
53,4,1,1,47,45,55,56,1
30,8,54,28,1,1,1,1,59
7,59,4,60,56,1,1,1,52
47,46,1,13,42,4,52,54,1
13,16,47,1,16,1,47,1,43
13,30,52,4,54,52,1,1,1
22,4,51,1,45,1,56,47,1
8,43,42,30,1,54,4,52,1
13,1,60,1,43,16,48,43,1
45,1,2,54,1,54,56,28,50
59,1,1,57,2,52,30,54,12
54,8,45,2,43,17,16,38,43
1,45,30,1,4,54,33,4,1
2,1,1,1,52,1,1,58,1
42,1,2,56,53,52,45,47,2
54,48,48,47,59,7,56,4,1
47,1,1,47,1,52,30,47,52
53,1,53,8,13,2,57,1,48
52,1,28,1,53,60,54,1,28
53,54,52,43,1,54,45,4,22
16,38,1,1,22,1,59,1,1
30,1,56,1,28,4,33,1,16
1,1,1,53,1,59,7,2,1
4,4,8,56,7,56,1,53,1
52,2,56,48,59,4,48,1,47
47,53,59,59,1,1,1,4,7
56,54,54,30,1,2,1,1,50
1,51,1,47,55,48,1,47,7
28,2,54,1,38,28,56,56,16
16,1,53,1,1,56,1,1,59
1,52,1,46,7,48,1,53,1
22,4,59,35,43,1,45,52,7
59,38,1,30,1,45,1,2,54
51,1,1,5,1,1,46,54,50
1,28,1,54,2,47,52,53,12
1,13,53,1,55,1,57,1,16
7,54,43,2,48,4,2,1,1
28,51,1,53,1,1,54,58,1
53,47,1,48,54,1,7,47,50
60,46,59,50,1,42,56,28,56
7,56,52,1,29,1,1,1,54
1,4,1,1,1,30,53,51,46
16,45,28,1,54,54,1,1,1
16,41,29,48,22,52,16,30,1
1,48,1,53,4,1,1,52,1
1,1,2,1,48,45,1,35,54
58,8,7,28,59,1,1,38,1
4,59,8,54,1,54,1,57,12
53,50,59,56,50,1,43,28,30
56,55,52,45,54,1,28,56,59
1,28,1,54,1,2,4,56,4
52,1,1,1,52,46,60,59,12
2,17,4,47,13,53,52,52,52
13,1,28,2,4,4,51,1,54
52,53,1,56,7,1,1,1,45
38,46,1,50,52,2,47,46,7
30,1,60,7,60,1,48,1,56
45,47,16,1,2,54,1,54,28
7,1,46,2,28,4,54,45,1
1,60,54,54,45,48,7,1,24
30,1,30,1,52,1,1,29,24
56,17,29,28,16,48,1,43,45
16,1,1,2,47,58,16,28,23
1,1,52,4,30,54,1,7,50
1,4,54,1,4,48,47,43,1
1,7,7,4,59,1,46,1,59
30,1,54,45,52,56,55,50,48
48,59,45,45,54,7,1,2,52
56,1,13,1,1,1,58,50,54
54,8,7,1,53,1,40,2,56
54,4,38,1,56,45,55,1,45
55,56,54,60,5,47,48,1,1
28,51,53,47,1,30,60,2,47
45,1,45,45,45,30,7,52,59
1,1,1,4,1,54,1,1,47
47,47,53,4,1,1,47,16,60
47,1,54,4,52,35,54,7,45
1,55,54,30,1,45,7,1,23
28,56,60,1,22,1,1,54,24
22,45,7,56,56,30,52,53,8
1,1,45,54,48,45,47,45,7
47,4,55,52,1,59,52,1,43
1,30,52,57,1,30,43,56,1
1,1,30,47,52,1,54,1,55
45,28,4,59,47,38,45,2,54
46,1,1,57,4,1,56,28,43
1,35,2,47,45,60,59,52,1
1,1,4,47,47,1,56,4,47
47,55,48,31,2,28,59,43,1
53,45,45,57,2,1,45,54,52
55,45,1,45,54,1,43,4,45
52,54,54,30,1,44,1,43,1
1,47,1,1,1,1,1,1,1
1,4,1,1,52,47,13,60,1
7,48,2,28,53,28,28,7,2
43,52,59,47,16,43,8,53,1
2,56,2,55,1,1,1,53,1
1,1,50,1,54,17,5,45,56
1,1,4,1,56,2,1,52,7
1,50,16,1,1,7,46,1,1
43,7,51,5,60,1,56,1,23
1,1,4,13,48,53,13,56,7
4,28,1,45,45,35,8,47,1
53,1,7,47,52,4,54,44,47
1,1,1,51,45,55,28,1,43
45,1,47,54,1,2,7,4,52
43,55,52,4,52,4,1,1,52
16,59,1,1,53,7,1,53,56
55,47,54,52,56,47,7,47,54
52,42,54,4,1,48,1,46,2
4,13,59,2,2,7,1,33,1
47,45,52,1,54,30,1,1,7
55,1,51,1,1,1,1,1,45
45,56,56,1,1,30,16,42,52
22,1,1,7,43,2,22,7,28
51,47,1,47,1,1,2,1,1
56,35,45,1,1,30,47,42,1
1,4,1,1,43,1,52,7,53
38,7,28,59,59,43,52,47,45
13,30,46,45,1,1,1,17,42
30,1,47,47,56,7,1,13,28
2,1,1,43,42,47,28,56,53
28,1,52,1,59,45,45,1,52
56,45,1,60,57,47,54,4,1
13,53,59,55,1,54,54,54,48
56,7,59,38,28,56,2,56,30
28,53,1,56,1,33,16,56,54
55,56,54,45,45,1,50,40,1
4,1,60,1,16,60,54,56,1
16,56,43,1,1,59,1,54,4
46,55,50,1,1,1,16,46,1
1,31,1,1,52,56,28,46,12
1,1,23,47,4,30,42,30,1
16,16,56,43,43,45,46,56,55
1,1,50,1,1,1,13,1,1
1,1,1,30,56,7,58,1,47
1,23,52,53,52,60,51,57,53
1,1,2,56,8,47,54,43,45
1,51,16,56,48,45,13,59,1
47,43,52,45,13,47,30,7,45
59,56,45,53,5,59,60,45,47
4,7,47,1,45,54,60,45,30
8,4,1,43,45,47,59,30,55
38,56,28,45,47,42,54,47,54
58,45,1,1,1,4,54,1,1
1,2,47,1,45,45,30,45,2
1,56,4,1,4,38,55,22,1
48,55,56,1,1,2,1,54,1
1,60,54,56,7,23,1,55,4
7,55,45,4,1,4,57,59,1
22,56,4,1,53,1,1,1,1
1,47,22,1,47,8,59,1,47
1,4,54,2,47,1,54,1,3
1,7,2,16,47,46,52,7,45
60,53,46,4,1,4,17,53,56
52,51,1,40,55,1,7,2,45
4,16,52,54,28,56,47,1,60
30,1,60,59,1,1,1,45,1
56,56,16,1,47,7,54,23,56
53,55,8,60,1,52,45,2,1
52,45,1,55,45,51,22,52,16
54,1,47,2,1,54,28,28,7
1,47,1,1,1,1,1,1,4
30,35,54,7,47,1,1,42,1
52,1,54,1,2,1,1,1,54
1,1,1,4,1,1,4,30,1
16,1,1,4,43,1,16,1,1
54,47,2,47,1,1,52,1,47
7,20,32,47,47,46,1,1,5
58,1,4,1,1,1,1,16,1
1,47,28,60,43,42,4,31,55
30,53,1,48,1,4,55,1,53
54,1,45,54,45,47,7,53,56
1,1,4,53,56,46,54,45,56
56,1,1,8,43,52,30,1,45
51,16,2,30,60,35,1,4,1
53,2,54,28,1,56,1,28,55
56,1,60,28,1,60,1,5,1
57,47,2,60,7,45,1,54,45
56,13,53,59,4,45,23,60,52
4,4,4,43,45,46,53,1,1
60,13,7,54,47,4,2,54,60
